gid,role,role_score,cluster_id,priority_score,evidence
100000000011452100,consolidator,0.836031,1,0.705413,"Consolidation signs: 3 senders, KZT110k in, 1 recipients; investigation hypothesis."
100000000018102100,peripheral,0.35,2,0.23025,"Depth 4 boundary: KZT7k from 1 senders; downstream activity is unobserved, so no terminal conclusion."
100000000031787100,peripheral,0.345222,3,0.457803,"Peripheral pattern: 1 senders, 2 recipients, KZT180k observed flow; no stronger rule matched."
100000000041368100,terminal,0.820865,4,0.635343,Observed depth 1: KZT160k retained (100%) with 0 recipients; terminal-behavior hypothesis.
100000000076451100,coordinator,0.993009,5,0.723132,"Coordination signs: 3 senders, 4 recipients, KZT88k in/KZT58k out; structural 0.88."
100000000089154100,distributor,0.927378,1,0.739537,"Distribution signs: 15 recipients, KZT426k out in 21 tx; investigation hypothesis."
100000000190228100,peripheral,0.402086,6,0.449484,"Peripheral pattern: 1 senders, 1 recipients, KZT34k observed flow; no stronger rule matched."
100000000201868100,transit,0.926081,7,0.733054,Pass-through signs: 100% sent onward; 100% outgoing value within 0-2 days; hypothesis only.
100000000254336100,transit,0.538396,1,0.571503,Pass-through signs: 62% sent onward; 100% outgoing value within 0-2 days; hypothesis only.
100000000267734100,distributor,0.904899,3,0.68073,"Distribution signs: 7 recipients, KZT282k out in 8 tx; investigation hypothesis."
100000000274067100,peripheral,0.256729,3,0.571371,"Peripheral pattern: 2 senders, 3 recipients, KZT3.5m observed flow; no stronger rule matched."
100000000287768100,peripheral,0.57952,1,0.39256,"Peripheral pattern: 1 senders, 0 recipients, KZT35k observed flow; no stronger rule matched."
100000000288317100,peripheral,0.300247,2,0.509939,"Peripheral pattern: 2 senders, 3 recipients, KZT154k observed flow; no stronger rule matched."
100000000291906100,peripheral,0.293293,8,0.623192,"Peripheral pattern: 2 senders, 2 recipients, KZT844k observed flow; no stronger rule matched."
100000000291908100,terminal,0.88602,8,0.682023,Observed depth 3: KZT282k retained (95%) with 1 recipients; terminal-behavior hypothesis.
100000000297649100,peripheral,0.402086,9,0.499293,"Peripheral pattern: 1 senders, 1 recipients, KZT111k observed flow; no stronger rule matched."
100000000299820100,peripheral,0.35,2,0.249747,"Depth 4 boundary: KZT10k from 1 senders; downstream activity is unobserved, so no terminal conclusion."
100000000307908100,peripheral,0.594213,10,0.253698,"Peripheral pattern: 1 senders, 0 recipients, KZT5k observed flow; no stronger rule matched."
100000000331309100,coordinator,1.0,11,0.860092,"Coordination signs: 5 senders, 99 recipients, KZT985k in/KZT23.0m out; structural 0.98."
100000000332284100,coordinator,0.990068,11,0.824541,"Coordination signs: 10 senders, 3 recipients, KZT107k in/KZT290k out; structural 0.88."
100000000343175100,coordinator,1.0,12,0.855103,"Coordination signs: 8 senders, 31 recipients, KZT179k in/KZT4.0m out; structural 0.95. Seed inflow incomplete."
100000000369781100,peripheral,0.35,11,0.236124,"Depth 4 boundary: KZT5k from 1 senders; downstream activity is unobserved, so no terminal conclusion."
100000000375150100,peripheral,0.35,13,0.482683,"Depth 4 boundary: KZT300k from 1 senders; downstream activity is unobserved, so no terminal conclusion."
100000000404740100,peripheral,0.35,14,0.305231,"Depth 4 boundary: KZT25k from 1 senders; downstream activity is unobserved, so no terminal conclusion."
100000000408846100,peripheral,0.565052,15,0.408371,"Peripheral pattern: 1 senders, 0 recipients, KZT40k observed flow; no stronger rule matched."
100000000413678100,peripheral,0.293742,2,0.567107,"Peripheral pattern: 2 senders, 3 recipients, KZT835k observed flow; no stronger rule matched."
100000000424935100,peripheral,0.35,16,0.247963,"Depth 4 boundary: KZT15k from 1 senders; downstream activity is unobserved, so no terminal conclusion."
100000000425407100,peripheral,0.594213,4,0.383433,"Peripheral pattern: 1 senders, 0 recipients, KZT20k observed flow; no stronger rule matched."
